Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0005198							VWU51378			PF3D7_1339600.1	PGSY75_0019900.1	PGAL8A_00250600	PKNH_1261800	PRCDC_1338600.1	PVP01_1215200			
OG0005199							VWU51386			PF3D7_1440600.1	PGSY75_1440600.1	PGAL8A_00199800	PKNH_1241700	PRCDC_1439900.1	PVP01_1266400			
OG0005200							VWU51397			PF3D7_1428100.1	PGSY75_1428100.1	PGAL8A_00299600	PKNH_1330600	PRCDC_1427400.1	PVP01_1321200			
OG0005201							VWU51398			PF3D7_1428000.1	PGSY75_1428000.1	PGAL8A_00299500	PKNH_1330700	PRCDC_1427300.1	PVP01_1321300			
OG0005202							VWU51410			PF3D7_0805500.1	PGSY75_0805500.1	PGAL8A_00108000	PKNH_0113700	PRCDC_0805100.1	PVP01_0115000			
OG0005203							VWU51452			PF3D7_1458300.1	PGSY75_1458300.1	PGAL8A_00217600	PKNH_1223500	PRCDC_1457600.1	PVP01_1248600			
OG0005204							VWU51454			PF3D7_1458100.1	PGSY75_1458100.1	PGAL8A_00217400	PKNH_1223700	PRCDC_1457400.1	PVP01_1248800			
OG0005205							VWU51457			PF3D7_0710200.1	PGSY75_0710200.1	PGAL8A_00050400	PKNH_0108900	PRCDC_0708400.1	PVP01_0110600			
OG0005206							VWU51478			PF3D7_0322200.1	PGSY75_0322200.1	PGAL8A_00394100	PKNH_0818600	PRCDC_0321500.1	PVP01_0818000			
OG0005207							VWU51483			PF3D7_0931000.1	PGSY75_0931000.1	PGAL8A_00444000	PKNH_0729700	PRCDC_0929000.1	PVP01_0729700			
OG0005208							VWU51498			PF3D7_0310300.1	PGSY75_0310300.1	PGAL8A_00009600	PKNH_0832400	PRCDC_0309600.1	PVP01_0829900			
OG0005209							VWU51514			PF3D7_1014800.1	PGSY75_1014800.1	PGAL8A_00391000	PKNH_0814900	PRCDC_1014200.1	PVP01_0814900			
OG0005210							VWU51516			PF3D7_0722900.1	PGSY75_0722900.1	PGAL8A_00183800	PKNH_0318300	PRCDC_0720100.1	PVP01_0318600			
OG0005211							VWU51520			PF3D7_1306100.1	PGSY75_1306100.1	PGAL8A_00502200	PKNH_1406300	PRCDC_1305100.1	PVP01_1407000			
OG0005212							VWU51534			PF3D7_1351200.1	PGSY75_1351200.1	PGAL8A_00262300	PKNH_1249700	PRCDC_1350200.1	PVP01_1203600			
OG0005213							VWU51542			PF3D7_0211100.1	PGSY75_0211100.1	PGAL8A_00401700	PKNH_0410200	PRCDC_0210000.1	PVP01_0413900			
OG0005214							VWU51553			PF3D7_1031100.1	PGSY75_1031100.1	PGAL8A_00490400	PKNH_0615800	PRCDC_1030400.1	PVP01_0616200			
OG0005215							VWU51560			PF3D7_1029900.1	PGSY75_1029900.1	PGAL8A_00489200	PKNH_0614600	PRCDC_1029200.1	PVP01_0615000			
OG0005216							VWU51562			PF3D7_0932000.1	PGSY75_0932000.1	PGAL8A_00445100	PKNH_0730700	PRCDC_0930000.1	PVP01_0730700			
OG0005217							VWU51566			PF3D7_0502300.1	PGSY75_0502300.1	PGAL8A_00023500	PKNH_1031600	PRCDC_0501600.1	PVP01_1032700			
OG0005218							VWU51587			PF3D7_0919900.1	PGSY75_0919900.1	PGAL8A_00432700	PKNH_0717900	PRCDC_0917900.1	PVP01_0718300			
OG0005219							VWU51596			PF3D7_0404500.1	PGSY75_0404500.1	PGAL8A_00055100	PKNH_0302500	PRCDC_0402100.1	PVP01_0303800			
OG0005220							VWU51603			PF3D7_1367200.1	PGSY75_1367200.1	PGAL8A_00173700	PKNH_1104000	PRCDC_1366100.1	PVP01_1104800			
OG0005221							VWU51615			PF3D7_1231000.1	PGSY75_1231000.1	PGAL8A_00452700	PKNH_1450400	PRCDC_1230300.1	PVP01_1449200			
OG0005222							VWU51618			PF3D7_0412000.1	PGSY75_0412000.1	PGAL8A_00062700	PKNH_0310200	PRCDC_0409400.1	PVP01_0311400			
OG0005223							VWU51619			PF3D7_0609500.1	PGSY75_0609500.1	PGAL8A_00138100	PKNH_1140700	PRCDC_0608200.1	PVP01_1139400			
OG0005224							VWU51643			PF3D7_0504300.1	PGSY75_0504300.1	PGAL8A_00025500	PKNH_1029300	PRCDC_0503500.1	PVP01_1029700			
OG0005225							VWU51646			PF3D7_1326200.1	PGSY75_1326200.1	PGAL8A_00238400	PKNH_1202400	PRCDC_1325200.1	PVP01_1228200			
OG0005226							VWU51656			PF3D7_1227400.1	PGSY75_1227400.1	PGAL8A_00128500	PKNH_1446800	PRCDC_1226700.1	PVP01_1445600			
OG0005227							VWU51664			PF3D7_1248800.1	PGSY75_1248800.1	PGAL8A_00469600	PKNH_1468500	PRCDC_1248200.1	PVP01_1465900			
OG0005228							VWU51670			PF3D7_1442100.1	PGSY75_1442100.1	PGAL8A_00201300	PKNH_1240200	PRCDC_1441400.1	PVP01_1264900			
OG0005229							VWU51674			PF3D7_1209300.1	PGSY75_1209300.1	PGAL8A_00312800	PKNH_1309200	PRCDC_1208600.1	PVP01_1308400			
OG0005230							VWU51687			PF3D7_1118000.1	PGSY75_1118000.1	PGAL8A_00344600	PKNH_0915700	PRCDC_1116400.1	PVP01_0918600			
OG0005231							VWU51692			PF3D7_0717200.1	PGSY75_0717200.1	PGAL8A_00064300	PKNH_0312200	PRCDC_0714500.1	PVP01_0313000			
OG0005232							VWU51695			PF3D7_0825200.1	PGSY75_0825200.1	PGAL8A_00118400	PKNH_1319200	PRCDC_0824500.1	PVP01_0509100			
OG0005233							VWU51702			PF3D7_1117300.1	PGSY75_1117300.1	PGAL8A_00343900	PKNH_0915000	PRCDC_1115700.1	PVP01_0917900			
OG0005234							VWU51703			PF3D7_1117400.1	PGSY75_1117400.1	PGAL8A_00344000	PKNH_0915100	PRCDC_1115800.1	PVP01_0918000			
OG0005235							VWU51733			PF3D7_0524500.1	PGSY75_0524500.1	PGAL8A_00071700	PKNH_1008400	PRCDC_0523600.1	PVP01_1009400			
OG0005236							VWU51747			PF3D7_1403200.1	PGSY75_1403200.1	PGAL8A_00275000	PKNH_1354900	PRCDC_1402500.1	PVP01_1345600			
OG0005237							VWU51788			PF3D7_0612500.1	PGSY75_0612500.1	PGAL8A_00141000	PKNH_1137500	PRCDC_0611200.1	PVP01_1136600			
OG0005238							VWU51790			PF3D7_1218400.1	PGSY75_0015800.1	PGAL8A_00533000	PKNH_1438000	PRCDC_1217700.1	PVP01_1437200			
OG0005239							VWU51797			PF3D7_0212100.1	PGSY75_0212100.1	PGAL8A_00402800	PKNH_0409100	PRCDC_0211000.1	PVP01_0412800			
OG0005240							VWU51802			PF3D7_1432000.1	PGSY75_1432000.1	PGAL8A_00303600	PKNH_1326800	PRCDC_1431300.1	PVP01_1317500			
OG0005241							VWU51803			PF3D7_1431900.1	PGSY75_1431900.1	PGAL8A_00303500	PKNH_1326900	PRCDC_1431200.1	PVP01_1317600			
OG0005242							VWU51817			PF3D7_1250900.1	PGSY75_1250900.1	PGAL8A_00471800	PKNH_1470900	PRCDC_1250300.1	PVP01_1468000			
OG0005243							VWU51850			PF3D7_1104500.1	PGSY75_1104500.1	PGAL8A_00331800	PKNH_0902100	PRCDC_1103000.1	PVP01_0905300			
OG0005244							VWU51860			PF3D7_1420800.1	PGSY75_1420800.1	PGAL8A_00292600	PKNH_1337200	PRCDC_1420100.1	PVP01_1328100			
OG0005245							VWU51865			PF3D7_1422900.1	PGSY75_1422900.1	PGAL8A_00294700	PKNH_1335100	PRCDC_1422200.1	PVP01_1326100			
OG0005246							VWU51873			PF3D7_1209700.1	PGSY75_1209700.1	PGAL8A_00312400	PKNH_1309600	PRCDC_1209000.1	PVP01_1308800			
OG0005247							VWU51880			PF3D7_0807600.1	PGSY75_0807600.1	PGAL8A_00052500	PKNH_0111200	PRCDC_0807200.1	PVP01_0112800			
OG0005248							VWU51906			PF3D7_1131200.1	PGSY75_1131200.1	PGAL8A_00358600	PKNH_0929300	PRCDC_1129600.1	PVP01_0932000			
OG0005249							VWU51930			PF3D7_1022200.1	PGSY75_1022200.1	PGAL8A_00481400	PKNH_0606500	PRCDC_1021600.1	PVP01_0607400			
OG0005250							VWU51959			PF3D7_0909100.1	PGSY75_0909100.1	PGAL8A_00421900	PKNH_0707100	PRCDC_0907200.1	PVP01_0707600			
OG0005251							VWU51993			PF3D7_0819800.1	PGSY75_0819800.1	PGAL8A_00112800	PKNH_1313600	PRCDC_0819100.1	PVP01_0514500			
OG0005252							VWU51996			PF3D7_0103600.1	PGSY75_0103600.1	PGAL8A_00099600	PKNH_0209900	PRCDC_0101500.1	PVP01_0211100			
OG0005253							VWU52009			PF3D7_1135800.1	PGSY75_1135800.1	PGAL8A_00363400	PKNH_0934000	PRCDC_1134200.1	PVP01_0936700			
OG0005254							VWU52010			PF3D7_1135700.1	PGSY75_1135700.1	PGAL8A_00363300	PKNH_0933900	PRCDC_1134100.1	PVP01_0936600			
OG0005255							VWU52024			PF3D7_1304600.1	PGSY75_1304600.1	PGAL8A_00500600	PKNH_1404800	PRCDC_1303600.1	PVP01_1405500			
OG0005256							VWU52040			PF3D7_1473300.1	PGSY75_1473300.1	PGAL8A_00232900	PKNH_1207700	PRCDC_1472500.1	PVP01_1233500			
OG0005257							VWU52042			PF3D7_1204000.1	PGSY75_1204000.1	PGAL8A_00317800	PKNH_1303700	PRCDC_1203400.1	PVP01_1303200			
OG0005258							VWU52045			PF3D7_0316200.1	PGSY75_0316200.1	PGAL8A_00400100	PKNH_0825900	PRCDC_0315500.1	PVP01_0823900			
OG0005259							VWU52051			PF3D7_1403400.1	PGSY75_1403400.1	PGAL8A_00275200	PKNH_1354700	PRCDC_1402700.1	PVP01_1345400			
OG0005260							VWU52052			PF3D7_1403500.1	PGSY75_1403500.1	PGAL8A_00275300	PKNH_1354600	PRCDC_1402800.1	PVP01_1345300			
OG0005261							VWU52061			PF3D7_0604300.1	PGSY75_0604300.1	PGAL8A_00132800	PKNH_1146200	PRCDC_0602900.1	PVP01_1144600			
OG0005262							VWU52075			PF3D7_0513700.1	PGSY75_0513700.1	PGAL8A_00035200	PKNH_1019400	PRCDC_0512900.1	PVP01_1020200			
OG0005263							VWU52076			PF3D7_0929900.1	PGSY75_0929900.1	PGAL8A_00442700	PKNH_0728400	PRCDC_0927900.1	PVP01_0728400			
OG0005264							VWU52094			PF3D7_0315800.1	PGSY75_0315800.1	PGAL8A_00400500	PKNH_0826300	PRCDC_0315100.1	PVP01_0824300			
OG0005265							VWU52095			PF3D7_1105600.1	PGSY75_1105600.1	PGAL8A_00332900	PKNH_0903200	PRCDC_1104100.1	PVP01_0906400			
OG0005266							VWU52101			PF3D7_1024400.1	PGSY75_1024400.1	PGAL8A_00483700	PKNH_0608900	PRCDC_1023800.1	PVP01_0609600			
OG0005267							VWU52103			PF3D7_0404000.1	PGSY75_0404000.1	PGAL8A_00054600	PKNH_0302000	PRCDC_0401600.1	PVP01_0303300			
OG0005268							VWU52108			PF3D7_0318300.1	PGSY75_0318300.1	PGAL8A_00398000	PKNH_0823100	PRCDC_0317600.1	PVP01_0821800			
OG0005269							VWU52125			PF3D7_1136400.1	PGSY75_1136400.1	PGAL8A_00364000	PKNH_0934600	PRCDC_1134800.1	PVP01_0937300			
OG0005270							VWU52133			PF3D7_0318400.1	PGSY75_0318400.1	PGAL8A_00397900	PKNH_0823000	PRCDC_0317700.1	PVP01_0821700			
OG0005271							VWU52142			PF3D7_1361300.1	PGSY75_1361300.1	PGAL8A_00167700	PKNH_1110000	PRCDC_1360200.1	PVP01_1110700			
OG0005272							VWU52156			PF3D7_1118700.1	PGSY75_1118700.1	PGAL8A_00345300	PKNH_0916400	PRCDC_1117100.1	PVP01_0919300			
OG0005273							VWU52162			PF3D7_1409200.1,PF3D7_1409200.2	PGSY75_1409200.1,PGSY75_1409200.2			PRCDC_1408500.1,PRCDC_1408500.2				
OG0005274							VWU52172			PF3D7_0630400.1	PGSY75_0630400.1	PGAL8A_00158900	PKNH_1119100	PRCDC_0628800.1	PVP01_1119100			
OG0005275							VWU52181			PF3D7_0408200.1	PGSY75_0408200.1	PGAL8A_00058800	PKNH_0306200	PRCDC_0405600.1	PVP01_0307500			
OG0005276							VWU52195			PF3D7_1201600.1	PGSY75_1201600.1	PGAL8A_00320200	PKNH_1301500	PRCDC_1201000.1	PVP01_1300900			
OG0005277							VWU52214			PF3D7_0720500.1	PGSY75_0720500.1	PGAL8A_00083700	PKNH_0315900	PRCDC_0717700.1	PVP01_0316200			
OG0005278							VWU52230			PF3D7_1363000.1	PGSY75_1363000.1	PGAL8A_00169400	PKNH_1108300	PRCDC_1361900.1	PVP01_1109000			
OG0005279							VWU52236			PF3D7_1464600.1	PGSY75_1464600.1	PGAL8A_00224000	PKNH_1216900	PRCDC_1463800.1	PVP01_1242200			
OG0005280							VWU52258			PF3D7_0717000.1	PGSY75_0717000.1	PGAL8A_00064100	PKNH_0311800	PRCDC_0714300.1	PVP01_0312800			
OG0005281							VWU52303			PF3D7_0934600.1	PGSY75_0010200.1	PGAL8A_00447800	PKNH_0733300	PRCDC_0932600.1	PVP01_0733300			
OG0005282							VWU52312			PF3D7_1407400.1	PGSY75_1407400.1	PGAL8A_00279300	PKNH_1350700	PRCDC_1406700.1	PVP01_1341300			
OG0005283							VWU52316			PF3D7_1029500.1	PGSY75_1029500.1	PGAL8A_00488800	PKNH_0614200	PRCDC_1028800.1	PVP01_0614600			
OG0005284							VWU52322			PF3D7_1359000.1	PGSY75_1359000.1	PGAL8A_00165500	PKNH_1112300	PRCDC_1357900.1	PVP01_1112900			
OG0005285							VWU52344			PF3D7_0915200.1	PGSY75_0915200.1	PGAL8A_00428100	PKNH_0713200	PRCDC_0913200.1	PVP01_0713600			
OG0005286							VWU52348			PF3D7_1425500.1	PGSY75_1425500.1	PGAL8A_00296900	PKNH_1333100	PRCDC_1424800.1	PVP01_1323800			
OG0005287							VWU52361			PF3D7_1129800.1	PGSY75_1129800.1	PGAL8A_00356600	PKNH_0927700	PRCDC_1128200.1	PVP01_0930400			
OG0005288							VWU52362			PF3D7_1226300.1	PGSY75_0016000.1	PGAL8A_00127400	PKNH_1445700	PRCDC_1225600.1	PVP01_1444500			
OG0005289							VWU52377			PF3D7_1346900.1	PGSY75_1346900.1	PGAL8A_00258000	PKNH_1254000	PRCDC_1345900.1	PVP01_1207900			
OG0005290							VWU52384			PF3D7_1223600.1	PGSY75_1223600.1	PGAL8A_00124700	PKNH_1442800	PRCDC_1222900.1	PVP01_1441800			
OG0005291							VWU52392			PF3D7_0209500.1	PGSY75_0209500.1	PGAL8A_00015500	PKNH_0411600	PRCDC_0208400.1	PVP01_0415300			
OG0005292							VWU52397			PF3D7_0725400.1	PGSY75_0725400.1	PGAL8A_00181100	PKNH_0320800	PRCDC_0722600.1	PVP01_0321100			
OG0005293							VWU52408			PF3D7_0612800.1	PGSY75_0612800.1	PGAL8A_00141300	PKNH_1137200	PRCDC_0611500.1	PVP01_1136300			
OG0005294							VWU52413			PF3D7_1009800.1	PGSY75_1009800.1	PGAL8A_00386000	PKNH_0809500	PRCDC_1009200.1	PVP01_0809800			
OG0005295							VWU52424			PF3D7_1135600.1	PGSY75_1135600.1	PGAL8A_00363200	PKNH_0933800	PRCDC_1134000.1	PVP01_0936500			
OG0005296							VWU52426			PF3D7_0419000.1	PGSY75_0419000.1	PGAL8A_00092500	PKNH_0511700	PRCDC_0416500.1	PVP01_0528400			
OG0005297							VWU52445			PF3D7_0604400.1	PGSY75_0604400.1	PGAL8A_00132900	PKNH_1146100	PRCDC_0603000.1	PVP01_1144500			
OG0005298							VWU52450			PF3D7_1136100.1	PGSY75_1136100.1	PGAL8A_00363700	PKNH_0934300	PRCDC_1134500.1	PVP01_0937000			
OG0005299							VWU52458			PF3D7_1215800.1	PGSY75_1215800.1	PGAL8A_00530400	PKNH_1435300	PRCDC_1215100.1	PVP01_1434600			
OG0005300							VWU52460			PF3D7_1024500.1	PGSY75_1024500.1	PGAL8A_00483800	PKNH_0609000	PRCDC_1023900.1	PVP01_0609700			
OG0005301							VWU52480			PF3D7_1022700.1	PGSY75_1022700.1	PGAL8A_00482000	PKNH_0607000	PRCDC_1022100.1	PVP01_0607900			
OG0005302							VWU52490			PF3D7_1017600.1	PGSY75_1017600.1	PGAL8A_00476600	PKNH_0601800	PRCDC_1017000.1	PVP01_0602800			
OG0005303							VWU52501			PF3D7_0405300.1	PGSY75_0405300.1	PGAL8A_00056000	PKNH_0303400	PRCDC_0402900.1	PVP01_0304700			
OG0005304							VWU52518			PF3D7_0912000.1	PGSY75_0912000.1	PGAL8A_00424800	PKNH_0710000	PRCDC_0910100.1	PVP01_0710500			
OG0005305							VWU52544			PF3D7_1134900.1	PGSY75_1134900.1	PGAL8A_00362400	PKNH_0933100	PRCDC_1133300.1	PVP01_0935700			
OG0005306							VWU52567			PF3D7_1419200.1	PGSY75_1419200.1	PGAL8A_00291000	PKNH_1338800	PRCDC_1418500.1	PVP01_1329700			
OG0005307							VWU52570			PF3D7_0805200.1	PGSY75_0805200.1	PGAL8A_00081300	PKNH_0114000	PRCDC_0804800.1	PVP01_0115300			
OG0005308							VWU52620			PF3D7_0104200.1	PGSY75_0104200.1	PGAL8A_00100300	PKNH_0209300	PRCDC_0102100.1	PVP01_0210500			
OG0005309							VWU52696			PF3D7_1221900.1	PGSY75_1221900.1	PGAL8A_00536000	PKNH_1441000	PRCDC_1221200.1	PVP01_1440200			
OG0005310							VWU52704			PF3D7_0722000.1	PGSY75_0722000.1	PGAL8A_00085200	PKNH_0317400	PRCDC_0719200.1	PVP01_0317700			
OG0005311							VWU52710			PF3D7_0408100.1	PGSY75_0408100.1	PGAL8A_00058700	PKNH_0306100	PRCDC_0405500.1	PVP01_0307400			
OG0005312							VWU52738			PF3D7_1032200.1	PGSY75_1032200.1	PGAL8A_00491600	PKNH_0617000	PRCDC_1031500.1	PVP01_0617300			
OG0005313							VWU52745			PF3D7_1026100.1	PGSY75_1026100.1	PGAL8A_00485400	PKNH_0610600	PRCDC_1025500.1	PVP01_0611300			
OG0005314							VWU52747			PF3D7_1340400.1	PGSY75_1340400.1	PGAL8A_00251400	PKNH_1261000	PRCDC_1339400.1	PVP01_1214400			
OG0005315							VWU52763			PF3D7_0311900.1	PGSY75_0311900.1	PGAL8A_00011200	PKNH_0830500	PRCDC_0311200.1	PVP01_0828300			
OG0005316							VWU52866			PF3D7_1008600.1	PGSY75_1008600.1	PGAL8A_00384700	PKNH_0807600	PRCDC_1008000.1	PVP01_0808300			
OG0005317							VWU52890			PF3D7_1463000.1	PGSY75_1463000.1	PGAL8A_00222400	PKNH_1218500	PRCDC_1462300.1	PVP01_1243800			
OG0005318							VWU52897			PF3D7_1449500.1	PGSY75_1449500.1	PGAL8A_00208700	PKNH_1232600	PRCDC_1448800.1	PVP01_1257500			
OG0005319							VWU52911			PF3D7_1208000.1	PGSY75_1208000.1	PGAL8A_00314100	PKNH_1307900	PRCDC_1207300.1	PVP01_1307100			
OG0005320							VWU52921			PF3D7_0513500.1	PGSY75_0513500.1	PGAL8A_00034900	PKNH_1019600	PRCDC_0512700.1	PVP01_1020400			
OG0005321							VWU52931			PF3D7_0819400.1	PGSY75_0819400.1	PGAL8A_00112400	PKNH_1313200	PRCDC_0818700.1	PVP01_0514900			
OG0005322							VWU52938			PF3D7_1147100.1	PGSY75_1147100.1	PGAL8A_00374500	PKNH_0944900	PRCDC_1145400.1	PVP01_0947700			
OG0005323							VWU52960			PF3D7_0905800.1	PGSY75_0905800.1	PGAL8A_00418300	PKNH_0703500	PRCDC_0903900.1	PVP01_0704200			
OG0005324							VWU52991			PF3D7_1136000.1	PGSY75_1136000.1	PGAL8A_00363600	PKNH_0934200	PRCDC_1134400.1	PVP01_0936900			
OG0005325							VWU53008			PF3D7_1142200.1	PGSY75_1142200.1	PGAL8A_00369700	PKNH_0940000	PRCDC_1140600.1	PVP01_0942900			
OG0005326							VWU53012			PF3D7_1304300.1	PGSY75_1304300.1	PGAL8A_00500300	PKNH_1404500	PRCDC_1303300.1	PVP01_1405200			
OG0005327							VWU53031			PF3D7_1440900.1	PGSY75_0024200.1	PGAL8A_00200100	PKNH_1241400	PRCDC_1440200.1	PVP01_1266100			
OG0005328							VWU53047			PF3D7_1221100.1	PGSY75_1221100.1	PGAL8A_00535200	PKNH_1440200	PRCDC_1220400.1	PVP01_1439400			
OG0005329							VWU53068			PF3D7_0909000.1	PGSY75_0909000.1	PGAL8A_00421800	PKNH_0707000	PRCDC_0907100.1	PVP01_0707500			
OG0005330							VWU53107			PF3D7_1330800.1	PGSY75_1330800.1	PGAL8A_00243100	PKNH_1269600	PRCDC_1329800.1	PVP01_1223700			
OG0005331							VWU53124			PF3D7_0804300.1	PGSY75_0804300.1	PGAL8A_00080400	PKNH_0114900	PRCDC_0803900.1	PVP01_0116200			
OG0005332							VWU53134			PF3D7_0413800.1	PGSY75_0413800.1	PGAL8A_00087200	PKNH_0505400	PRCDC_0411300.1	PVP01_0520300			
OG0005333							VWU53138			PF3D7_0310800.1	PGSY75_0310800.1	PGAL8A_00010100	PKNH_0831900	PRCDC_0310100.1	PVP01_0829400			
OG0005334							VWU53146			PF3D7_0411300.1	PGSY75_0411300.1	PGAL8A_00061900	PKNH_0309400	PRCDC_0408700.1	PVP01_0310600			
OG0005335							VWU53148			PF3D7_1302200.1	PGSY75_1302200.1	PGAL8A_00265700	PKNH_1402400	PRCDC_1301200.1	PVP01_1403100			
OG0005336							VWU53149			PF3D7_0604000.1	PGSY75_0604000.1	PGAL8A_00132500	PKNH_1146700	PRCDC_0602600.1	PVP01_1144900			
OG0005337							VWU53152			PF3D7_0907000.1	PGSY75_0907000.1	PGAL8A_00419700	PKNH_0704800	PRCDC_0905100.1	PVP01_0705500			
OG0005338							VWU53166			PF3D7_0104100.1	PGSY75_0104100.1	PGAL8A_00100200	PKNH_0209400	PRCDC_0102000.1	PVP01_0210600			
OG0005339							VWU53230			PF3D7_1207800.1	PGSY75_1207800.1	PGAL8A_00314300	PKNH_1307700	PRCDC_1207100.1	PVP01_1306900			
OG0005340							VWU53251			PF3D7_0717100.1	PGSY75_0717100.1	PGAL8A_00064200	PKNH_0312100	PRCDC_0714400.1	PVP01_0312900			
OG0005341							VWU53310			PF3D7_1225600.1	PGSY75_1225600.1	PGAL8A_00126700	PKNH_1445000	PRCDC_1224900.1	PVP01_1443800			
OG0005342							VWU53327			PF3D7_1410100.1	PGSY75_1410100.1	PGAL8A_00281700	PKNH_1348200	PRCDC_1409400.1	PVP01_1338800			
OG0005343							VWU53383			PF3D7_1314800.1	PGSY75_1314800.1	PGAL8A_00511100	PKNH_1415500	PRCDC_1313800.1	PVP01_1415700			
OG0005344							VWU53386			PF3D7_0419100.1	PGSY75_0419100.1	PGAL8A_00092600	PKNH_0511800	PRCDC_0416600.1	PVP01_0528500			
OG0005345							VVF13532			PF3D7_API00100.1	PGSY75_API00100.1	PGAL8A_API00200	PKNH_API01200	PRCDC_API00200.1	PVP01_API00200			
OG0005346							VVF13534			PF3D7_API01400.1	PGSY75_API01400.1	PGAL8A_API01300	PKNH_API02300	PRCDC_API01500.1	PVP01_API01300			
OG0005347							VVF13536			PF3D7_API01600.1	PGSY75_API01600.1	PGAL8A_API01500	PKNH_API02500	PRCDC_API01700.1	PVP01_API01500			
OG0005348							VVF13537			PF3D7_API01700.1	PGSY75_API01700.1	PGAL8A_API01600	PKNH_API02600	PRCDC_API01800.1	PVP01_API01600			
OG0005349							VVF13538			PF3D7_API01800.1	PGSY75_API01800.1	PGAL8A_API01700	PKNH_API02700	PRCDC_API01900.1	PVP01_API01700			
OG0005350							VVF13539			PF3D7_API01900.1	PGSY75_API01900.1	PGAL8A_API01800	PKNH_API02800	PRCDC_API02000.1	PVP01_API01800			
OG0005351							VVF13540			PF3D7_API02000.1	PGSY75_API02000.1	PGAL8A_API01900	PKNH_API02900	PRCDC_API02100.1	PVP01_API01900			
OG0005352							VVF13541			PF3D7_API02100.1	PGSY75_API02100.1	PGAL8A_API02000	PKNH_API03000	PRCDC_API02200.1	PVP01_API02000			
OG0005353							VVF13542			PF3D7_API02200.1	PGSY75_API02200.1	PGAL8A_API02100	PKNH_API03100	PRCDC_API02300.1	PVP01_API02100			
OG0005354							VVF13544			PF3D7_API02400.1	PGSY75_API02400.1	PGAL8A_API02300	PKNH_API03300	PRCDC_API02500.1	PVP01_API02300			
OG0005355							VVF13545			PF3D7_API02500.1	PGSY75_API02500.1	PGAL8A_API02400	PKNH_API03400	PRCDC_API02600.1	PVP01_API02400			
OG0005356							VVF13548			PF3D7_API02800.1	PGSY75_API02800.1	PGAL8A_API02700	PKNH_API03700	PRCDC_API02900.1	PVP01_API02700			
OG0005357							VVF13550			PF3D7_API03000.1	PGSY75_API03000.1	PGAL8A_API02900	PKNH_API03900	PRCDC_API03100.1	PVP01_API02900			
OG0005358							VVF13551			PF3D7_API03500.1	PGSY75_API03500.1	PGAL8A_API03400	PKNH_API04400	PRCDC_API03600.1	PVP01_API03400			
OG0005359							VVF13553			PF3D7_API03800.1	PGSY75_API03800.1	PGAL8A_API03700	PKNH_API04700	PRCDC_API03900.1	PVP01_API03700			
OG0005360							VVF13554			PF3D7_API04000.1	PGSY75_API04000.1	PGAL8A_API03800	PKNH_API04900	PRCDC_API04100.1	PVP01_API03900			
OG0005361							VVF13559			PF3D7_API04500.1	PGSY75_API04500.1	PGAL8A_API04400	PKNH_API05400	PRCDC_API04600.1	PVP01_API04400			
OG0005362								Ncaninum_LIV_000106700,Ncaninum_LIV_000106800,Ncaninum_LIV_000106900,Ncaninum_LIV_000107000,Ncaninum_LIV_000133500,Ncaninum_LIV_000134000										TGME49_258810
OG0005363								Ncaninum_LIV_000111700										TGME49_259270,TGME49_259290,TGME49_259300,TGME49_259410,TGME49_329700,TGME49_329710
OG0005364								Ncaninum_LIV_000565300,Ncaninum_LIV_000565400,Ncaninum_LIV_000565500,Ncaninum_LIV_000565800,Ncaninum_LIV_000565900,Ncaninum_LIV_000566000,Ncaninum_LIV_000566400										
OG0005365								Ncaninum_LIV_000665900,Ncaninum_LIV_000666300,Ncaninum_LIV_000666700,Ncaninum_LIV_000666800,Ncaninum_LIV_000778700,Ncaninum_LIV_000778800										TGME49_252340
OG0005366								Ncaninum_LIV_000705400,Ncaninum_LIV_000705500,Ncaninum_LIV_000705600,Ncaninum_LIV_000705800,Ncaninum_LIV_000705900,Ncaninum_LIV_000706000,Ncaninum_LIV_000706100										
OG0005367								Ncaninum_LIV_000731100,Ncaninum_LIV_000731300								SN3_01600540		TGME49_220950,TGME49_279100,TGME49_323100,TGME49_323110
OG0005368									NEPH_003140-T1	PF3D7_0515100.1	PGSY75_0515100.1	PGAL8A_00036600	PKNH_0913300	PRCDC_0514200.1	PVP01_1018800			
OG0005369									NEPH_004020-T1	PF3D7_1465400.1	PGSY75_1465400.1	PGAL8A_00224800	PKNH_1216100	PRCDC_1464600.1	PVP01_1241400			
OG0005370									NEPH_007853-T1	PF3D7_1119800.1	PGSY75_1119800.1	PGAL8A_00346400	PKNH_0917500	PRCDC_1118200.1	PVP01_0920400			
OG0005371										PF3D7_0220500.1,PF3D7_0221700.1	PGSY75_0220500.1			PRCDC_0054050.1,PRCDC_0219400.1,PRCDC_0220000.1,PRCDC_1100600.1				
